Start time,dataset,Date,SP,Demand
2023-09-19 10:30:00+00:00,ITSDO,2023-09-19,24,29159
2023-09-19 11:00:00+00:00,ITSDO,2023-09-19,25,29321
2023-09-19 11:30:00+00:00,ITSDO,2023-09-19,26,29196
2023-09-19 12:00:00+00:00,ITSDO,2023-09-19,27,28875
2023-09-19 12:30:00+00:00,ITSDO,2023-09-19,28,28539
2023-09-19 13:00:00+00:00,ITSDO,2023-09-19,29,28440
2023-09-19 13:30:00+00:00,ITSDO,2023-09-19,30,28545
2023-09-19 14:00:00+00:00,ITSDO,2023-09-19,31,28315
2023-09-19 14:30:00+00:00,ITSDO,2023-09-19,32,28732
2023-09-19 15:00:00+00:00,ITSDO,2023-09-19,33,29147
2023-09-19 15:30:00+00:00,ITSDO,2023-09-19,34,29656
2023-09-19 16:00:00+00:00,ITSDO,2023-09-19,35,30264
2023-09-19 16:30:00+00:00,ITSDO,2023-09-19,36,30685
2023-09-19 17:00:00+00:00,ITSDO,2023-09-19,37,30382
2023-09-19 17:30:00+00:00,ITSDO,2023-09-19,38,30302
2023-09-19 18:00:00+00:00,ITSDO,2023-09-19,39,30506
2023-09-19 18:30:00+00:00,ITSDO,2023-09-19,40,30385
2023-09-19 19:00:00+00:00,ITSDO,2023-09-19,41,29236
2023-09-19 19:30:00+00:00,ITSDO,2023-09-19,42,27990
2023-09-19 20:00:00+00:00,ITSDO,2023-09-19,43,26769
2023-09-19 20:30:00+00:00,ITSDO,2023-09-19,44,25332
2023-09-19 21:00:00+00:00,ITSDO,2023-09-19,45,25145
2023-09-19 21:30:00+00:00,ITSDO,2023-09-19,46,23943
2023-09-19 22:00:00+00:00,ITSDO,2023-09-19,47,21760
2023-09-19 22:30:00+00:00,ITSDO,2023-09-19,48,21103
2023-09-19 23:00:00+00:00,ITSDO,2023-09-20,1,21090
2023-09-19 23:30:00+00:00,ITSDO,2023-09-20,2,20780
2023-09-20 00:00:00+00:00,ITSDO,2023-09-20,3,20455
2023-09-20 00:30:00+00:00,ITSDO,2023-09-20,4,20496
2023-09-20 01:00:00+00:00,ITSDO,2023-09-20,5,20449
2023-09-20 01:30:00+00:00,ITSDO,2023-09-20,6,20249
2023-09-20 02:00:00+00:00,ITSDO,2023-09-20,7,20129
2023-09-20 02:30:00+00:00,ITSDO,2023-09-20,8,20260
2023-09-20 03:00:00+00:00,ITSDO,2023-09-20,9,21105
2023-09-20 03:30:00+00:00,ITSDO,2023-09-20,10,21529
2023-09-20 04:00:00+00:00,ITSDO,2023-09-20,11,22495
2023-09-20 04:30:00+00:00,ITSDO,2023-09-20,12,22983
2023-09-20 05:00:00+00:00,ITSDO,2023-09-20,13,24165
2023-09-20 05:30:00+00:00,ITSDO,2023-09-20,14,25586
2023-09-20 06:00:00+00:00,ITSDO,2023-09-20,15,25630
2023-09-20 06:30:00+00:00,ITSDO,2023-09-20,16,26595
2023-09-20 07:00:00+00:00,ITSDO,2023-09-20,17,27993
2023-09-20 07:30:00+00:00,ITSDO,2023-09-20,18,28350
2023-09-20 08:00:00+00:00,ITSDO,2023-09-20,19,28703
2023-09-20 08:30:00+00:00,ITSDO,2023-09-20,20,28723
2023-09-20 09:00:00+00:00,ITSDO,2023-09-20,21,28507
2023-09-20 09:30:00+00:00,ITSDO,2023-09-20,22,28398
2023-09-20 10:00:00+00:00,ITSDO,2023-09-20,23,28418
2023-09-20 10:30:00+00:00,ITSDO,2023-09-20,24,28345
2023-09-20 11:00:00+00:00,ITSDO,2023-09-20,25,28744
2023-09-20 11:30:00+00:00,ITSDO,2023-09-20,26,28732
2023-09-20 12:00:00+00:00,ITSDO,2023-09-20,27,28709
2023-09-20 12:30:00+00:00,ITSDO,2023-09-20,28,29023
2023-09-20 13:00:00+00:00,ITSDO,2023-09-20,29,29262
2023-09-20 13:30:00+00:00,ITSDO,2023-09-20,30,29143
2023-09-20 14:00:00+00:00,ITSDO,2023-09-20,31,29050
2023-09-20 14:30:00+00:00,ITSDO,2023-09-20,32,29392
2023-09-20 15:00:00+00:00,ITSDO,2023-09-20,33,30195
2023-09-20 15:30:00+00:00,ITSDO,2023-09-20,34,30871
2023-09-20 16:00:00+00:00,ITSDO,2023-09-20,35,31404
2023-09-20 16:30:00+00:00,ITSDO,2023-09-20,36,31826
2023-09-20 17:00:00+00:00,ITSDO,2023-09-20,37,32191
2023-09-20 17:30:00+00:00,ITSDO,2023-09-20,38,32206
2023-09-20 18:00:00+00:00,ITSDO,2023-09-20,39,32316
2023-09-20 18:30:00+00:00,ITSDO,2023-09-20,40,32302
2023-09-20 19:00:00+00:00,ITSDO,2023-09-20,41,31381
2023-09-20 19:30:00+00:00,ITSDO,2023-09-20,42,30457
2023-09-20 20:00:00+00:00,ITSDO,2023-09-20,43,29148
2023-09-20 20:30:00+00:00,ITSDO,2023-09-20,44,27468
2023-09-20 21:00:00+00:00,ITSDO,2023-09-20,45,26238
2023-09-20 21:30:00+00:00,ITSDO,2023-09-20,46,24830
2023-09-20 22:00:00+00:00,ITSDO,2023-09-20,47,23178
2023-09-20 22:30:00+00:00,ITSDO,2023-09-20,48,22245
2023-09-20 23:00:00+00:00,ITSDO,2023-09-21,1,21926
2023-09-20 23:30:00+00:00,ITSDO,2023-09-21,2,21458
2023-09-21 00:00:00+00:00,ITSDO,2023-09-21,3,21382
2023-09-21 00:30:00+00:00,ITSDO,2023-09-21,4,21126
2023-09-21 01:00:00+00:00,ITSDO,2023-09-21,5,21074
2023-09-21 01:30:00+00:00,ITSDO,2023-09-21,6,20992
2023-09-21 02:00:00+00:00,ITSDO,2023-09-21,7,20645
2023-09-21 02:30:00+00:00,ITSDO,2023-09-21,8,20013
2023-09-21 03:00:00+00:00,ITSDO,2023-09-21,9,19871
2023-09-21 03:30:00+00:00,ITSDO,2023-09-21,10,20020
2023-09-21 04:00:00+00:00,ITSDO,2023-09-21,11,21075
2023-09-21 04:30:00+00:00,ITSDO,2023-09-21,12,21989
2023-09-21 05:00:00+00:00,ITSDO,2023-09-21,13,23984
2023-09-21 05:30:00+00:00,ITSDO,2023-09-21,14,26078
2023-09-21 06:00:00+00:00,ITSDO,2023-09-21,15,28966
2023-09-21 06:30:00+00:00,ITSDO,2023-09-21,16,29883
2023-09-21 07:00:00+00:00,ITSDO,2023-09-21,17,29533
2023-09-21 07:30:00+00:00,ITSDO,2023-09-21,18,29161
2023-09-21 08:00:00+00:00,ITSDO,2023-09-21,19,28704
2023-09-21 08:30:00+00:00,ITSDO,2023-09-21,20,28021
2023-09-21 09:00:00+00:00,ITSDO,2023-09-21,21,27053
2023-09-21 09:30:00+00:00,ITSDO,2023-09-21,22,26602
2023-09-21 10:00:00+00:00,ITSDO,2023-09-21,23,26174
2023-09-21 10:30:00+00:00,ITSDO,2023-09-21,24,26192
2023-09-21 11:00:00+00:00,ITSDO,2023-09-21,25,26671
2023-09-21 11:30:00+00:00,ITSDO,2023-09-21,26,27157
2023-09-21 12:00:00+00:00,ITSDO,2023-09-21,27,27379
2023-09-21 12:30:00+00:00,ITSDO,2023-09-21,28,27491
2023-09-21 13:00:00+00:00,ITSDO,2023-09-21,29,27684
2023-09-21 13:30:00+00:00,ITSDO,2023-09-21,30,27861
2023-09-21 14:00:00+00:00,ITSDO,2023-09-21,31,27530
2023-09-21 14:30:00+00:00,ITSDO,2023-09-21,32,28076
2023-09-21 15:00:00+00:00,ITSDO,2023-09-21,33,29492
2023-09-21 15:30:00+00:00,ITSDO,2023-09-21,34,30754
2023-09-21 16:00:00+00:00,ITSDO,2023-09-21,35,31617
2023-09-21 16:30:00+00:00,ITSDO,2023-09-21,36,32573
2023-09-21 17:00:00+00:00,ITSDO,2023-09-21,37,32759
2023-09-21 17:30:00+00:00,ITSDO,2023-09-21,38,32990
2023-09-21 18:00:00+00:00,ITSDO,2023-09-21,39,33291
2023-09-21 18:30:00+00:00,ITSDO,2023-09-21,40,33258
2023-09-21 19:00:00+00:00,ITSDO,2023-09-21,41,32612
2023-09-21 19:30:00+00:00,ITSDO,2023-09-21,42,31665
2023-09-21 20:00:00+00:00,ITSDO,2023-09-21,43,30066
2023-09-21 20:30:00+00:00,ITSDO,2023-09-21,44,28916
2023-09-21 21:00:00+00:00,ITSDO,2023-09-21,45,27253
2023-09-21 21:30:00+00:00,ITSDO,2023-09-21,46,25839
2023-09-21 22:00:00+00:00,ITSDO,2023-09-21,47,24240
2023-09-21 22:30:00+00:00,ITSDO,2023-09-21,48,22883
2023-09-21 23:00:00+00:00,ITSDO,2023-09-22,1,21812
2023-09-21 23:30:00+00:00,ITSDO,2023-09-22,2,21325
2023-09-22 00:00:00+00:00,ITSDO,2023-09-22,3,21013
2023-09-22 00:30:00+00:00,ITSDO,2023-09-22,4,20742
2023-09-22 01:00:00+00:00,ITSDO,2023-09-22,5,20203
2023-09-22 01:30:00+00:00,ITSDO,2023-09-22,6,20021
2023-09-22 02:00:00+00:00,ITSDO,2023-09-22,7,19787
2023-09-22 02:30:00+00:00,ITSDO,2023-09-22,8,19738
2023-09-22 03:00:00+00:00,ITSDO,2023-09-22,9,19521
2023-09-22 03:30:00+00:00,ITSDO,2023-09-22,10,19439
2023-09-22 04:00:00+00:00,ITSDO,2023-09-22,11,20567
2023-09-22 04:30:00+00:00,ITSDO,2023-09-22,12,21715
2023-09-22 05:00:00+00:00,ITSDO,2023-09-22,13,23921
2023-09-22 05:30:00+00:00,ITSDO,2023-09-22,14,25534
2023-09-22 06:00:00+00:00,ITSDO,2023-09-22,15,26558
2023-09-22 06:30:00+00:00,ITSDO,2023-09-22,16,27382
2023-09-22 07:00:00+00:00,ITSDO,2023-09-22,17,28147
2023-09-22 07:30:00+00:00,ITSDO,2023-09-22,18,28105
2023-09-22 08:00:00+00:00,ITSDO,2023-09-22,19,27909
2023-09-22 08:30:00+00:00,ITSDO,2023-09-22,20,27035
2023-09-22 09:00:00+00:00,ITSDO,2023-09-22,21,26479
2023-09-22 09:30:00+00:00,ITSDO,2023-09-22,22,26295
2023-09-22 10:00:00+00:00,ITSDO,2023-09-22,23,25801
2023-09-22 10:30:00+00:00,ITSDO,2023-09-22,24,25765
2023-09-22 11:00:00+00:00,ITSDO,2023-09-22,25,25849
2023-09-22 11:30:00+00:00,ITSDO,2023-09-22,26,25847
2023-09-22 12:00:00+00:00,ITSDO,2023-09-22,27,25542
2023-09-22 12:30:00+00:00,ITSDO,2023-09-22,28,25240
2023-09-22 13:00:00+00:00,ITSDO,2023-09-22,29,24949
2023-09-22 13:30:00+00:00,ITSDO,2023-09-22,30,24868
2023-09-22 14:00:00+00:00,ITSDO,2023-09-22,31,24590
2023-09-22 14:30:00+00:00,ITSDO,2023-09-22,32,24944
2023-09-22 15:00:00+00:00,ITSDO,2023-09-22,33,26064
2023-09-22 15:30:00+00:00,ITSDO,2023-09-22,34,27206
2023-09-22 16:00:00+00:00,ITSDO,2023-09-22,35,28956
2023-09-22 16:30:00+00:00,ITSDO,2023-09-22,36,29854
2023-09-22 17:00:00+00:00,ITSDO,2023-09-22,37,30147
2023-09-22 17:30:00+00:00,ITSDO,2023-09-22,38,30676
2023-09-22 18:00:00+00:00,ITSDO,2023-09-22,39,31007
2023-09-22 18:30:00+00:00,ITSDO,2023-09-22,40,31291
2023-09-22 19:00:00+00:00,ITSDO,2023-09-22,41,30866
2023-09-22 19:30:00+00:00,ITSDO,2023-09-22,42,29911
2023-09-22 20:00:00+00:00,ITSDO,2023-09-22,43,28464
2023-09-22 20:30:00+00:00,ITSDO,2023-09-22,44,27230
2023-09-22 21:00:00+00:00,ITSDO,2023-09-22,45,26089
2023-09-22 21:30:00+00:00,ITSDO,2023-09-22,46,24850
2023-09-22 22:00:00+00:00,ITSDO,2023-09-22,47,23503
2023-09-22 22:30:00+00:00,ITSDO,2023-09-22,48,22732
2023-09-22 23:00:00+00:00,ITSDO,2023-09-23,1,22016
2023-09-22 23:30:00+00:00,ITSDO,2023-09-23,2,21511
2023-09-23 00:00:00+00:00,ITSDO,2023-09-23,3,21060
2023-09-23 00:30:00+00:00,ITSDO,2023-09-23,4,20923
2023-09-23 01:00:00+00:00,ITSDO,2023-09-23,5,21456
2023-09-23 01:30:00+00:00,ITSDO,2023-09-23,6,21075
2023-09-23 02:00:00+00:00,ITSDO,2023-09-23,7,20725
2023-09-23 02:30:00+00:00,ITSDO,2023-09-23,8,20355
2023-09-23 03:00:00+00:00,ITSDO,2023-09-23,9,20333
2023-09-23 03:30:00+00:00,ITSDO,2023-09-23,10,20542
2023-09-23 04:00:00+00:00,ITSDO,2023-09-23,11,20785
2023-09-23 04:30:00+00:00,ITSDO,2023-09-23,12,21151
2023-09-23 05:00:00+00:00,ITSDO,2023-09-23,13,22081
2023-09-23 05:30:00+00:00,ITSDO,2023-09-23,14,22749
2023-09-23 06:00:00+00:00,ITSDO,2023-09-23,15,23293
2023-09-23 06:30:00+00:00,ITSDO,2023-09-23,16,24229
2023-09-23 07:00:00+00:00,ITSDO,2023-09-23,17,25130
2023-09-23 07:30:00+00:00,ITSDO,2023-09-23,18,24845
2023-09-23 08:00:00+00:00,ITSDO,2023-09-23,19,24835
2023-09-23 08:30:00+00:00,ITSDO,2023-09-23,20,24260
2023-09-23 09:00:00+00:00,ITSDO,2023-09-23,21,23436
2023-09-23 09:30:00+00:00,ITSDO,2023-09-23,22,22929
2023-09-23 10:00:00+00:00,ITSDO,2023-09-23,23,22499
2023-09-23 10:30:00+00:00,ITSDO,2023-09-23,24,22409
2023-09-23 11:00:00+00:00,ITSDO,2023-09-23,25,22384
2023-09-23 11:30:00+00:00,ITSDO,2023-09-23,26,22278
2023-09-23 12:00:00+00:00,ITSDO,2023-09-23,27,22158
2023-09-23 12:30:00+00:00,ITSDO,2023-09-23,28,22021
2023-09-23 13:00:00+00:00,ITSDO,2023-09-23,29,21891
2023-09-23 13:30:00+00:00,ITSDO,2023-09-23,30,21787
2023-09-23 14:00:00+00:00,ITSDO,2023-09-23,31,21952
2023-09-23 14:30:00+00:00,ITSDO,2023-09-23,32,22349
2023-09-23 15:00:00+00:00,ITSDO,2023-09-23,33,23540
2023-09-23 15:30:00+00:00,ITSDO,2023-09-23,34,24688
2023-09-23 16:00:00+00:00,ITSDO,2023-09-23,35,26428
2023-09-23 16:30:00+00:00,ITSDO,2023-09-23,36,27583
2023-09-23 17:00:00+00:00,ITSDO,2023-09-23,37,27889
2023-09-23 17:30:00+00:00,ITSDO,2023-09-23,38,28517
2023-09-23 18:00:00+00:00,ITSDO,2023-09-23,39,28895
2023-09-23 18:30:00+00:00,ITSDO,2023-09-23,40,29146
2023-09-23 19:00:00+00:00,ITSDO,2023-09-23,41,29047
2023-09-23 19:30:00+00:00,ITSDO,2023-09-23,42,27949
2023-09-23 20:00:00+00:00,ITSDO,2023-09-23,43,27825
2023-09-23 20:30:00+00:00,ITSDO,2023-09-23,44,27015
2023-09-23 21:00:00+00:00,ITSDO,2023-09-23,45,25670
2023-09-23 21:30:00+00:00,ITSDO,2023-09-23,46,24528
2023-09-23 22:00:00+00:00,ITSDO,2023-09-23,47,22571
2023-09-23 22:30:00+00:00,ITSDO,2023-09-23,48,21434
2023-09-23 23:00:00+00:00,ITSDO,2023-09-24,1,21993
2023-09-23 23:30:00+00:00,ITSDO,2023-09-24,2,21993
2023-09-24 00:00:00+00:00,ITSDO,2023-09-24,3,22375
2023-09-24 00:30:00+00:00,ITSDO,2023-09-24,4,22080
2023-09-24 01:00:00+00:00,ITSDO,2023-09-24,5,22308
2023-09-24 01:30:00+00:00,ITSDO,2023-09-24,6,22230
2023-09-24 02:00:00+00:00,ITSDO,2023-09-24,7,22015
2023-09-24 02:30:00+00:00,ITSDO,2023-09-24,8,21548
2023-09-24 03:00:00+00:00,ITSDO,2023-09-24,9,21499
2023-09-24 03:30:00+00:00,ITSDO,2023-09-24,10,21549
2023-09-24 04:00:00+00:00,ITSDO,2023-09-24,11,21582
2023-09-24 04:30:00+00:00,ITSDO,2023-09-24,12,21499
2023-09-24 05:00:00+00:00,ITSDO,2023-09-24,13,21882
2023-09-24 05:30:00+00:00,ITSDO,2023-09-24,14,22226
2023-09-24 06:00:00+00:00,ITSDO,2023-09-24,15,21984
2023-09-24 06:30:00+00:00,ITSDO,2023-09-24,16,22526
2023-09-24 07:00:00+00:00,ITSDO,2023-09-24,17,22754
2023-09-24 07:30:00+00:00,ITSDO,2023-09-24,18,23437
2023-09-24 08:00:00+00:00,ITSDO,2023-09-24,19,23825
2023-09-24 08:30:00+00:00,ITSDO,2023-09-24,20,24523
2023-09-24 09:00:00+00:00,ITSDO,2023-09-24,21,25183
2023-09-24 09:30:00+00:00,ITSDO,2023-09-24,22,25484
2023-09-24 10:00:00+00:00,ITSDO,2023-09-24,23,25541
2023-09-24 10:30:00+00:00,ITSDO,2023-09-24,24,26056
2023-09-24 11:00:00+00:00,ITSDO,2023-09-24,25,26692
2023-09-24 11:30:00+00:00,ITSDO,2023-09-24,26,26615
2023-09-24 12:00:00+00:00,ITSDO,2023-09-24,27,25732
2023-09-24 12:30:00+00:00,ITSDO,2023-09-24,28,25247
2023-09-24 13:00:00+00:00,ITSDO,2023-09-24,29,25248
2023-09-24 13:30:00+00:00,ITSDO,2023-09-24,30,25384
2023-09-24 14:00:00+00:00,ITSDO,2023-09-24,31,25528
2023-09-24 14:30:00+00:00,ITSDO,2023-09-24,32,25557
2023-09-24 15:00:00+00:00,ITSDO,2023-09-24,33,26203
2023-09-24 15:30:00+00:00,ITSDO,2023-09-24,34,26801
2023-09-24 16:00:00+00:00,ITSDO,2023-09-24,35,27787
2023-09-24 16:30:00+00:00,ITSDO,2023-09-24,36,28017
2023-09-24 17:00:00+00:00,ITSDO,2023-09-24,37,27440
2023-09-24 17:30:00+00:00,ITSDO,2023-09-24,38,27389
2023-09-24 18:00:00+00:00,ITSDO,2023-09-24,39,27619
2023-09-24 18:30:00+00:00,ITSDO,2023-09-24,40,27579
2023-09-24 19:00:00+00:00,ITSDO,2023-09-24,41,26699
2023-09-24 19:30:00+00:00,ITSDO,2023-09-24,42,25824
2023-09-24 20:00:00+00:00,ITSDO,2023-09-24,43,25860
2023-09-24 20:30:00+00:00,ITSDO,2023-09-24,44,25176
2023-09-24 21:00:00+00:00,ITSDO,2023-09-24,45,25145
2023-09-24 21:30:00+00:00,ITSDO,2023-09-24,46,24588
2023-09-24 22:00:00+00:00,ITSDO,2023-09-24,47,24231
2023-09-24 22:30:00+00:00,ITSDO,2023-09-24,48,23655
2023-09-24 23:00:00+00:00,ITSDO,2023-09-25,1,23152
2023-09-24 23:30:00+00:00,ITSDO,2023-09-25,2,23185
2023-09-25 00:00:00+00:00,ITSDO,2023-09-25,3,23036
2023-09-25 00:30:00+00:00,ITSDO,2023-09-25,4,22947
2023-09-25 01:00:00+00:00,ITSDO,2023-09-25,5,22745
2023-09-25 01:30:00+00:00,ITSDO,2023-09-25,6,22596
2023-09-25 02:00:00+00:00,ITSDO,2023-09-25,7,22406
2023-09-25 02:30:00+00:00,ITSDO,2023-09-25,8,22375
2023-09-25 03:00:00+00:00,ITSDO,2023-09-25,9,22335
2023-09-25 03:30:00+00:00,ITSDO,2023-09-25,10,22352
2023-09-25 04:00:00+00:00,ITSDO,2023-09-25,11,22947
2023-09-25 04:30:00+00:00,ITSDO,2023-09-25,12,23798
2023-09-25 05:00:00+00:00,ITSDO,2023-09-25,13,24322
2023-09-25 05:30:00+00:00,ITSDO,2023-09-25,14,26158
2023-09-25 06:00:00+00:00,ITSDO,2023-09-25,15,25758
2023-09-25 06:30:00+00:00,ITSDO,2023-09-25,16,26140
2023-09-25 07:00:00+00:00,ITSDO,2023-09-25,17,26405
2023-09-25 07:30:00+00:00,ITSDO,2023-09-25,18,26098
2023-09-25 08:00:00+00:00,ITSDO,2023-09-25,19,26086
2023-09-25 08:30:00+00:00,ITSDO,2023-09-25,20,25662
2023-09-25 09:00:00+00:00,ITSDO,2023-09-25,21,24797
2023-09-25 09:30:00+00:00,ITSDO,2023-09-25,22,24387
2023-09-25 10:00:00+00:00,ITSDO,2023-09-25,23,23956
2023-09-25 10:30:00+00:00,ITSDO,2023-09-25,24,23644
2023-09-25 11:00:00+00:00,ITSDO,2023-09-25,25,23313
2023-09-25 11:30:00+00:00,ITSDO,2023-09-25,26,23040
2023-09-25 12:00:00+00:00,ITSDO,2023-09-25,27,22818
2023-09-25 12:30:00+00:00,ITSDO,2023-09-25,28,22703
2023-09-25 13:00:00+00:00,ITSDO,2023-09-25,29,22637
2023-09-25 13:30:00+00:00,ITSDO,2023-09-25,30,23017
2023-09-25 14:00:00+00:00,ITSDO,2023-09-25,31,24199
2023-09-25 14:30:00+00:00,ITSDO,2023-09-25,32,25843
2023-09-25 15:00:00+00:00,ITSDO,2023-09-25,33,27921
2023-09-25 15:30:00+00:00,ITSDO,2023-09-25,34,29722
2023-09-25 16:00:00+00:00,ITSDO,2023-09-25,35,31506
2023-09-25 16:30:00+00:00,ITSDO,2023-09-25,36,32622
2023-09-25 17:00:00+00:00,ITSDO,2023-09-25,37,32941
2023-09-25 17:30:00+00:00,ITSDO,2023-09-25,38,33529
2023-09-25 18:00:00+00:00,ITSDO,2023-09-25,39,33578
2023-09-25 18:30:00+00:00,ITSDO,2023-09-25,40,33458
2023-09-25 19:00:00+00:00,ITSDO,2023-09-25,41,32526
2023-09-25 19:30:00+00:00,ITSDO,2023-09-25,42,31689
2023-09-25 20:00:00+00:00,ITSDO,2023-09-25,43,31436
2023-09-25 20:30:00+00:00,ITSDO,2023-09-25,44,30347
2023-09-25 21:00:00+00:00,ITSDO,2023-09-25,45,29359
2023-09-25 21:30:00+00:00,ITSDO,2023-09-25,46,27880
2023-09-25 22:00:00+00:00,ITSDO,2023-09-25,47,24963
2023-09-25 22:30:00+00:00,ITSDO,2023-09-25,48,23805
2023-09-25 23:00:00+00:00,ITSDO,2023-09-26,1,23403
2023-09-25 23:30:00+00:00,ITSDO,2023-09-26,2,22893
2023-09-26 00:00:00+00:00,ITSDO,2023-09-26,3,22389
2023-09-26 00:30:00+00:00,ITSDO,2023-09-26,4,22263
2023-09-26 01:00:00+00:00,ITSDO,2023-09-26,5,22376
2023-09-26 01:30:00+00:00,ITSDO,2023-09-26,6,22128
2023-09-26 02:00:00+00:00,ITSDO,2023-09-26,7,22253
2023-09-26 02:30:00+00:00,ITSDO,2023-09-26,8,22201
2023-09-26 03:00:00+00:00,ITSDO,2023-09-26,9,22329
2023-09-26 03:30:00+00:00,ITSDO,2023-09-26,10,22315
2023-09-26 04:00:00+00:00,ITSDO,2023-09-26,11,23663
2023-09-26 04:30:00+00:00,ITSDO,2023-09-26,12,24721
2023-09-26 05:00:00+00:00,ITSDO,2023-09-26,13,25813
2023-09-26 05:30:00+00:00,ITSDO,2023-09-26,14,27185
2023-09-26 06:00:00+00:00,ITSDO,2023-09-26,15,28009
2023-09-26 06:30:00+00:00,ITSDO,2023-09-26,16,28900
2023-09-26 07:00:00+00:00,ITSDO,2023-09-26,17,29723
2023-09-26 07:30:00+00:00,ITSDO,2023-09-26,18,29920
2023-09-26 08:00:00+00:00,ITSDO,2023-09-26,19,30041
2023-09-26 08:30:00+00:00,ITSDO,2023-09-26,20,29663
2023-09-26 09:00:00+00:00,ITSDO,2023-09-26,21,29306
2023-09-26 09:30:00+00:00,ITSDO,2023-09-26,22,28854
2023-09-26 10:00:00+00:00,ITSDO,2023-09-26,23,28937
2023-09-26 10:30:00+00:00,ITSDO,2023-09-26,24,28256
2023-09-26 11:00:00+00:00,ITSDO,2023-09-26,25,27806
2023-09-26 11:30:00+00:00,ITSDO,2023-09-26,26,26992
2023-09-26 12:00:00+00:00,ITSDO,2023-09-26,27,26703
2023-09-26 12:30:00+00:00,ITSDO,2023-09-26,28,26316
2023-09-26 13:00:00+00:00,ITSDO,2023-09-26,29,27656
2023-09-26 13:30:00+00:00,ITSDO,2023-09-26,30,27919
2023-09-26 14:00:00+00:00,ITSDO,2023-09-26,31,28063
2023-09-26 14:30:00+00:00,ITSDO,2023-09-26,32,28325
2023-09-26 15:00:00+00:00,ITSDO,2023-09-26,33,29107
2023-09-26 15:30:00+00:00,ITSDO,2023-09-26,34,30450
2023-09-26 16:00:00+00:00,ITSDO,2023-09-26,35,32104
2023-09-26 16:30:00+00:00,ITSDO,2023-09-26,36,33446
2023-09-26 17:00:00+00:00,ITSDO,2023-09-26,37,34749
2023-09-26 17:30:00+00:00,ITSDO,2023-09-26,38,35494
2023-09-26 18:00:00+00:00,ITSDO,2023-09-26,39,35165
2023-09-26 18:30:00+00:00,ITSDO,2023-09-26,40,34894
2023-09-26 19:00:00+00:00,ITSDO,2023-09-26,41,33032
2023-09-26 19:30:00+00:00,ITSDO,2023-09-26,42,31939
2023-09-26 20:00:00+00:00,ITSDO,2023-09-26,43,31570
2023-09-26 20:30:00+00:00,ITSDO,2023-09-26,44,30430
2023-09-26 21:00:00+00:00,ITSDO,2023-09-26,45,29193
2023-09-26 21:30:00+00:00,ITSDO,2023-09-26,46,27715
2023-09-26 22:00:00+00:00,ITSDO,2023-09-26,47,26422
2023-09-26 22:30:00+00:00,ITSDO,2023-09-26,48,25433
2023-09-26 23:00:00+00:00,ITSDO,2023-09-27,1,24594
2023-09-26 23:30:00+00:00,ITSDO,2023-09-27,2,23896
2023-09-27 00:00:00+00:00,ITSDO,2023-09-27,3,23050
2023-09-27 00:30:00+00:00,ITSDO,2023-09-27,4,22806
2023-09-27 01:00:00+00:00,ITSDO,2023-09-27,5,22288
2023-09-27 01:30:00+00:00,ITSDO,2023-09-27,6,21823
2023-09-27 02:00:00+00:00,ITSDO,2023-09-27,7,21439
2023-09-27 02:30:00+00:00,ITSDO,2023-09-27,8,21071
2023-09-27 03:00:00+00:00,ITSDO,2023-09-27,9,21021
2023-09-27 03:30:00+00:00,ITSDO,2023-09-27,10,21125
2023-09-27 04:00:00+00:00,ITSDO,2023-09-27,11,22826
2023-09-27 04:30:00+00:00,ITSDO,2023-09-27,12,23743
2023-09-27 05:00:00+00:00,ITSDO,2023-09-27,13,24646
2023-09-27 05:30:00+00:00,ITSDO,2023-09-27,14,26399
2023-09-27 06:00:00+00:00,ITSDO,2023-09-27,15,28258
2023-09-27 06:30:00+00:00,ITSDO,2023-09-27,16,29397
2023-09-27 07:00:00+00:00,ITSDO,2023-09-27,17,29937
2023-09-27 07:30:00+00:00,ITSDO,2023-09-27,18,29902
2023-09-27 08:00:00+00:00,ITSDO,2023-09-27,19,30445
2023-09-27 08:30:00+00:00,ITSDO,2023-09-27,20,29947
2023-09-27 09:00:00+00:00,ITSDO,2023-09-27,21,29099
2023-09-27 09:30:00+00:00,ITSDO,2023-09-27,22,29332
2023-09-27 10:00:00+00:00,ITSDO,2023-09-27,23,29314
2023-09-27 10:30:00+00:00,ITSDO,2023-09-27,24,28930
2023-09-27 11:00:00+00:00,ITSDO,2023-09-27,25,28972
2023-09-27 11:30:00+00:00,ITSDO,2023-09-27,26,28973
2023-09-27 12:00:00+00:00,ITSDO,2023-09-27,27,28915
2023-09-27 12:30:00+00:00,ITSDO,2023-09-27,28,29015
2023-09-27 13:00:00+00:00,ITSDO,2023-09-27,29,29314
2023-09-27 13:30:00+00:00,ITSDO,2023-09-27,30,29579
2023-09-27 14:00:00+00:00,ITSDO,2023-09-27,31,29595
2023-09-27 14:30:00+00:00,ITSDO,2023-09-27,32,29588
2023-09-27 15:00:00+00:00,ITSDO,2023-09-27,33,30789
2023-09-27 15:30:00+00:00,ITSDO,2023-09-27,34,31006
2023-09-27 16:00:00+00:00,ITSDO,2023-09-27,35,32206
2023-09-27 16:30:00+00:00,ITSDO,2023-09-27,36,32489
2023-09-27 17:00:00+00:00,ITSDO,2023-09-27,37,33318
2023-09-27 17:30:00+00:00,ITSDO,2023-09-27,38,33869
